treatment;number;date;Cylindrospermium;Chlamydomonas terricola;Ankistrodesmus sp.;Phacus smulkowskia;Cryptomonas sp.;Oocystis sp.;Tetraedron sp.;Nitzschia sp.;Fragilaria capucina;Coccoid Cyanobacterium;Eudorina elegans;Gymnodinium sp;Peridinium cinctum;Closterium navicula;Staurastrum hirsutum;Tetmemorus laevis;Stichococcus sp.;Microthamnion sp.;Cosmarium biretum;all
HVP;4;28.12.2005;31542.41764;37978162.93;11800125.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49809830.46
HVP;5;28.12.2005;5698.356472;28674027.62;7632504.412;0;0;0;0;0;0;1973.330418;0;0;0;0;0;0;0;0;0;36314203.72
HVP;6;28.12.2005;0;21331288.73;12918115.76;0;0;0;0;0;0;1208.16148;0;0;0;0;0;0;0;0;0;34250612.64
HVP;7;28.12.2005;3223.312752;25582629.49;7505687.819;0;0;0;0;0;0;538.181023;0;0;0;0;0;0;0;0;0;33092078.8
HVP;8;28.12.2005;5986.152253;20220712.95;7280608.342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27507307.44
LSA;1;08.02.2006;0;682093.3984;7785.282549;0;0;0;0;0;0;17.0617632;0;0;0;0;0;0;0;0;0;689895.7427
LSA;2;08.02.2006;0;2107324.894;29501.28974;0;0;0;0;0;0;383.7031367;0;0;0;0;0;0;0;0;0;2137209.887
LSA;3;08.02.2006;0;1450484.187;4003.693506;0;0;0;0;0;0;85.54900654;0;0;0;0;0;0;0;0;0;1454573.429
LSA;4;08.02.2006;0;468985.2663;24669.33341;0;0;0;0;0;0;56.76703941;0;0;0;0;0;0;0;0;0;493711.3667
LSA;5;08.02.2006;0;3566242.129;480.9992893;0;0;0;0;0;0;308.3328777;0;0;0;0;0;0;0;0;0;3567031.461
LSA;6;08.02.2006;0;1536259.978;12449.39337;0;0;0;0;0;11839.98251;125.7514482;0;0;0;0;0;0;0;0;0;1560675.106
LSA;7;08.02.2006;0;88847.59153;5293.568359;0;0;0;0;0;0;66.92925149;0;0;0;0;0;0;0;0;0;94208.08914
LSA;8;08.02.2006;0;8502.299115;720.1610551;0;0;46.73264618;0;0;179.952052;7.841048017;0;0;0;0;0;0;0;0;0;9456.985917
LSP;1;08.02.2006;0;6703875.805;1077699.289;0;0;0;0;0;0;3612.198052;0;0;0;0;0;0;0;0;0;7785187.292
LSP;2;08.02.2006;0;1523758.001;987010.5416;0;0;0;0;0;0;39663.94139;0;0;0;0;0;0;0;0;0;2550432.484
LSP;3;08.02.2006;0;3987223.221;558246.3393;0;0;0;0;0;0;99667.91243;0;0;0;0;0;0;0;0;0;4645137.473
LSP;4;08.02.2006;0;1305694.952;1963480.925;0;0;0;0;0;0;123032.8617;0;0;0;0;0;0;0;0;0;3392208.738
LSP;5;08.02.2006;0;178997.0441;20096.2858;0;0;0;0;0;0;907731.9921;0;0;0;0;0;0;0;0;0;1106825.322
LSP;6;08.02.2006;0;3566242.129;2299561.402;0;0;0;0;0;0;114847.8303;0;0;0;0;0;0;0;0;0;5980651.361
LSP;7;08.02.2006;0;1100328.15;730419.2844;0;0;0;0;0;0;572624.6084;0;0;0;0;0;0;0;0;0;2403372.043
LSP;8;08.02.2006;0;5187261.278;2504582.539;0;0;0;0;0;0;261426.8137;0;0;0;0;0;0;0;0;0;7953270.631
LVA;1;08.02.2006;0;36022.64777;273207.5963;0;0;0;0;0;0;120702.0439;0;0;0;0;0;0;0;0;0;429932.2879
LVA;2;08.02.2006;0;560785.0031;426815.3693;0;0;0;0;0;0;238399.6477;0;0;0;0;0;0;0;0;0;1226000.02
LVA;3;08.02.2006;0;209900.5614;2693825.087;0;0;0;0;0;0;3361525.322;0;0;0;0;0;0;0;0;0;6265250.97
LVA;4;08.02.2006;0;11083.89162;106263.843;0;0;0;0;0;0;587263.1323;0;0;0;0;0;0;0;0;0;704610.8669
LVA;5;08.02.2006;0;0;0;0;0;0;0;0;54894.46434;147461.6003;0;0;0;0;0;0;0;0;0;202356.0646
LVA;6;08.02.2006;0;128330.6827;275612.5928;0;0;0;0;0;0;1306620.288;0;0;0;0;0;0;0;0;0;1710563.563
LVA;7;08.02.2006;0;16885.61614;143217.5384;0;0;0;0;0;0;1338278.489;0;0;0;0;0;0;0;0;0;1498381.643
LVA;8;08.02.2006;0;432271.7732;230879.6589;0;0;0;0;0;0;785385.5062;0;0;0;0;0;0;0;0;0;1448536.938
LVP;1;08.02.2006;0;3008611.541;2670815.894;0;0;0;0;0;0;266162.8067;0;0;0;0;0;0;0;0;0;5945590.242
LVP;2;08.02.2006;0;1134713.405;2152952.819;0;0;0;0;0;0;100393.185;0;0;0;0;0;0;0;0;0;3388059.408
LVP;3;08.02.2006;0;162101.915;520811.2304;0;0;0;0;0;0;830513.8393;0;0;0;0;0;0;0;0;0;1513426.985
LVP;4;08.02.2006;0;129681.532;526405.6222;0;0;0;0;0;0;461759.3177;0;0;0;0;0;0;0;0;0;1117846.472
LVP;5;08.02.2006;0;35385.96567;29903.86519;0;0;0;0;0;0;420396.238;0;0;0;0;0;0;0;0;0;485686.0688
LVP;6;08.02.2006;0;1363661.47;9305941.209;0;0;0;0;0;0;1711112.672;0;0;0;0;0;0;0;0;0;12380715.35
LVP;7;08.02.2006;0;72045.29553;492543.2722;0;0;0;0;0;0;266070.718;0;0;0;0;0;0;0;0;0;830659.2857
LVP;8;08.02.2006;;;;;;;;;;;;;;;;;;;;
HSA;1;08.02.2006;;;;;;;;;;;;;;;;;;;;
HSA;2;08.02.2006;0;22372.34762;45765.5965;0;0;0;0;0;0;6651419.967;0;0;0;0;0;0;0;0;0;6719557.911
HSA;3;08.02.2006;0;12102.37471;63831.71223;0;0;0;0;0;0;4471997.596;0;0;0;0;0;0;0;0;0;4547931.683
HSA;4;08.02.2006;0;50153.07866;148094.632;0;0;0;0;0;0;5838265.603;0;0;0;0;0;0;0;0;0;6036513.314
HSA;5;08.02.2006;0;17948.43708;36524.17432;0;0;0;0;0;0;6648222.169;0;0;0;0;0;0;0;0;0;6702694.78
HSA;6;08.02.2006;0;0;232226.3006;0;0;0;0;0;0;7988981.708;0;0;0;0;0;0;0;0;0;8221208.008
HSA;7;08.02.2006;0;0;207217.3144;0;0;0;0;0;0;7181762.476;0;0;0;0;0;0;0;0;0;7388979.791
HSA;8;08.02.2006;0;0;0;0;0;0;0;0;0;6683397.948;0;0;0;0;0;0;0;0;0;6683397.948
HSP;1;08.02.2006;0;10893248.68;23328080.73;0;0;0;0;0;0;272319.5976;0;0;0;0;0;0;0;0;0;34493649.01
HSP;2;08.02.2006;0;12968153.2;20391291.47;0;0;0;0;0;0;23679.96501;0;0;0;0;0;0;0;0;0;33383124.63
HSP;3;08.02.2006;0;12178787.35;7805740.118;0;0;0;0;0;0;22650.40131;0;0;0;0;0;0;0;0;0;20007177.87
HSP;4;08.02.2006;0;18918247.02;10821465.42;0;0;0;0;0;0;8357.63471;0;0;0;0;0;0;0;0;0;29748070.07
HSP;5;08.02.2006;0;23194468.29;3562143.308;0;0;0;0;0;0;20973.68329;0;0;0;0;0;0;0;0;0;26777585.28
HSP;6;08.02.2006;0;13585684.3;9696945.672;0;0;0;0;0;0;5074.278217;0;0;0;0;0;0;0;0;0;23287704.25
HSP;7;08.02.2006;0;8370353.427;9067273.875;0;0;0;0;0;0;10763.62046;0;0;0;0;0;0;0;0;0;17448390.92
HSP;8;08.02.2006;575.5915628;9705198.521;12619435.29;0;0;0;0;0;0;63401.19664;0;0;0;0;0;0;0;0;0;22388610.6
HVA;1;08.02.2006;0;0;0;0;0;0;0;0;0;5663939.926;0;0;0;0;0;0;0;0;0;5663939.926
HVA;2;08.02.2006;0;0;0;0;0;0;0;0;0;6431411.461;0;0;0;0;0;0;0;0;0;6431411.461
HVA;3;08.02.2006;0;0;149656.9493;0;0;0;0;0;0;5289157.993;0;0;0;0;0;0;0;0;0;5438814.942
HVA;4;08.02.2006;0;0;0;0;0;0;0;0;0;9693165.483;0;0;0;0;0;0;0;0;0;9693165.483
HVA;5;08.02.2006;0;0;0;0;0;0;0;0;0;4892631.034;0;0;0;0;0;0;0;0;0;4892631.034
HVA;6;08.02.2006;0;0;0;0;0;0;0;0;0;5409366.129;0;0;0;0;0;0;0;0;0;5409366.129
HVA;7;08.02.2006;0;0;0;0;0;0;0;0;0;5049045.069;0;0;0;0;0;0;0;0;0;5049045.069
HVA;8;08.02.2006;0;0;0;0;0;0;0;0;0;5806401.829;0;0;0;0;0;0;0;0;0;5806401.829
HVP;1;08.02.2006;575.5915628;9262966.569;10448953.7;0;0;0;0;0;0;205508.2678;0;0;0;0;0;0;0;0;0;19918004.13
HVP;2;08.02.2006;0;0;384832.1552;0;0;0;0;0;0;6602996.168;0;0;0;0;0;0;0;0;0;6987828.323
HVP;3;08.02.2006;0;13989886.48;5138121.862;0;0;0;0;0;0;5381.81023;0;0;0;0;0;0;0;0;0;19133390.15
HVP;4;08.02.2006;0;14399121.82;2407517.546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16806639.37
HVP;5;08.02.2006;0;11915665.4;1959465.626;0;0;0;0;0;0;857.9697468;0;0;0;0;0;0;0;0;0;13875989
HVP;6;08.02.2006;0;12481847.45;4813840.887;0;0;0;0;0;0;36259.94642;0;0;0;0;0;0;0;0;0;17331948.28
HVP;7;08.02.2006;0;13076221.14;1685421.51;0;0;0;0;0;0;328.8884029;0;0;0;0;0;0;0;0;0;14761971.54
HVP;8;08.02.2006;0;14054374.57;2211708.732;0;0;0;0;0;0;3643.07154;0;0;0;0;0;0;0;0;0;16269726.38
LSA;1;22.03.2006;0;7760940.913;5327.992127;0;0;0;0;0;104510.6148;91.0767885;0;0;0;0;0;0;0;0;0;7870870.596
LSA;2;22.03.2006;0;19216.44519;50.37374375;0;0;0;0;0;24867.19235;186.2106339;0;0;0;0;0;0;0;0;0;44320.22192
LSA;3;22.03.2006;0;581120.0725;163.3582492;0;0;0;0;0;25634.6791;34.9056088;0;0;0;0;0;0;0;0;0;606953.0154
LSA;4;22.03.2006;0;1995.100492;66.59990159;0;0;0;0;0;19769.92463;87.66140893;0;0;0;0;0;0;0;0;0;21919.28644
LSA;5;22.03.2006;0;10712234.88;0;0;0;0;0;0;66044.90241;61.66657555;0;0;0;0;0;0;0;0;0;10778341.45
LSA;6;22.03.2006;0;2675.96812;21.98853894;0;0;0;0;0;12076.78216;96.317318;0;0;0;0;0;0;0;0;0;14871.05613
LSA;7;22.03.2006;0;38385.73346;18.47037271;0;0;0;0;0;362.3034647;138.1331292;0;0;0;0;0;0;0;0;0;38904.64043
LSA;8;22.03.2006;0;26326.32604;0;0;0;0;0;0;458327.5032;485.1722154;0;0;0;0;0;0;0;0;0;485139.0015
LSP;1;22.03.2006;0;909571.8561;418469.3817;0;0;0;0;0;0;10853.3173;0;0;0;0;0;0;0;0;0;1338894.555
LSP;2;22.03.2006;0;677440.8386;16540.63228;0;0;0;0;0;0;67947.36229;0;0;0;0;0;0;0;0;0;761928.8332
LSP;3;22.03.2006;0;1906758.118;32871.00228;0;0;0;0;0;0;350295.9362;0;0;0;0;0;0;0;0;0;2289925.057
LSP;4;22.03.2006;0;82775.44593;82527.19721;0;0;0;0;0;0;97239.00526;0;0;0;0;0;0;0;0;0;262541.6484
LSP;5;22.03.2006;0;30876.55523;0;0;0;0;0;0;0;56521.82125;0;0;0;0;0;0;0;0;0;87398.37647
LSP;6;22.03.2006;0;21613.58866;925827.432;0;0;0;0;0;0;271738.4678;0;0;0;0;0;0;0;0;0;1219179.488
LSP;7;22.03.2006;0;523713.8791;213785.6841;0;0;0;0;0;0;909896.5406;0;0;0;0;0;0;0;0;0;1647396.104
LSP;8;22.03.2006;0;3242038.299;2260521.751;0;0;0;0;0;0;2155897.311;0;0;0;0;0;0;0;0;0;7658457.361
LVA;1;22.03.2006;0;41557.93643;29299.26326;0;0;0;0;0;38056.41162;2145431.79;0;0;0;0;0;0;0;0;0;2254345.401
LVA;2;22.03.2006;0;1100658.381;582.0495601;0;0;0;0;0;0;2027125.901;0;0;0;0;0;0;0;0;0;3128366.331
LVA;3;22.03.2006;0;98243.58482;429226.2749;0;0;0;0;0;0;8943995.193;0;0;0;0;0;0;0;0;0;9471465.052
LVA;4;22.03.2006;0;60193.39002;535.8291633;0;0;0;0;0;18685.32467;6058597.404;0;0;0;0;0;0;0;0;0;6138011.947
LVA;5;22.03.2006;0;0;0;0;0;0;0;0;0;2596612.026;0;0;0;0;0;0;0;0;0;2596612.026
LVA;6;22.03.2006;0;213048.2311;53827.94332;0;0;0;0;0;16821.23229;6890314.293;0;0;0;0;0;0;0;0;0;7174011.7
LVA;7;22.03.2006;0;50006.33996;124117.2182;0;0;0;0;0;0;5108482.403;0;0;0;0;0;0;0;0;0;5282605.961
LVA;8;22.03.2006;0;0;0;0;0;0;0;0;0;2051707.236;0;0;0;0;0;0;0;0;0;2051707.236
LVP;1;22.03.2006;0;4466808.323;1580242.998;0;0;0;0;0;0;7094314.999;0;0;0;0;0;0;0;0;0;13141366.32
LVP;2;22.03.2006;0;2305449.457;3009131.554;0;0;0;0;0;0;2544774.036;0;0;0;0;0;0;0;0;0;7859355.047
LVP;3;22.03.2006;0;0;0;0;0;0;0;0;0;9375697.931;0;0;0;0;0;0;0;0;0;9375697.931
LVP;4;22.03.2006;0;0;0;0;0;0;0;0;0;2526433.322;0;0;0;0;0;0;0;0;0;2526433.322
LVP;5;22.03.2006;0;3502499.698;0;0;0;0;0;0;0;6563480.52;0;0;0;0;0;0;0;0;0;10065980.22
LVP;6;22.03.2006;0;699597.7382;776484.7474;0;0;0;0;0;0;7042679.965;0;0;0;0;0;0;0;0;0;8518762.451
LVP;7;22.03.2006;0;62574.77835;27679.99642;0;0;0;0;0;0;5069739.849;0;0;0;0;0;0;0;0;0;5159994.624
LVP;8;22.03.2006;0;0;0;0;0;0;0;0;0;8510711.126;0;0;0;0;0;0;0;0;0;8510711.126
HSA;1;22.03.2006;0;0;0;0;0;0;0;0;0;8077637.902;0;0;0;0;0;0;0;0;0;8077637.902
HSA;2;22.03.2006;0;0;0;0;0;0;0;0;0;7356934.164;0;0;0;0;0;0;0;0;0;7356934.164
HSA;3;22.03.2006;0;0;0;0;0;0;0;0;0;5842377.058;0;0;0;0;0;0;0;0;0;5842377.058
HSA;4;22.03.2006;0;0;0;0;0;0;0;0;0;7895363.413;0;0;0;0;0;0;0;0;0;7895363.413
HSA;5;22.03.2006;0;0;0;0;0;0;0;0;0;7274990.589;0;0;0;0;0;0;0;0;0;7274990.589
HSA;6;22.03.2006;0;0;0;0;0;0;0;0;0;7806624.517;0;0;0;0;0;0;0;0;0;7806624.517
HSA;7;22.03.2006;0;0;0;0;0;0;0;0;0;5892742.377;0;0;0;0;0;0;0;0;0;5892742.377
HSA;8;22.03.2006;0;0;0;0;0;0;0;0;0;8163978.45;0;0;0;0;0;0;0;0;0;8163978.45
HSP;1;22.03.2006;0;14697240.29;106773430.7;0;0;0;0;0;0;366293.2325;0;0;0;0;0;0;0;0;0;121836964.2
HSP;2;22.03.2006;0;27999421.67;10775300.35;0;0;0;0;0;0;226855.5566;0;0;0;0;0;0;0;0;0;39001577.58
HSP;3;22.03.2006;0;22427276.7;7887935.639;0;0;0;0;0;0;152526.8334;0;0;0;0;0;0;0;0;0;30467739.18
HSP;4;22.03.2006;0;33994850.01;6959048.141;0;0;0;0;0;0;1128.63461;0;0;0;0;0;0;0;0;0;40955026.78
HSP;5;22.03.2006;0;31928487.52;4251370.27;0;0;0;0;0;0;2041.376294;0;0;0;0;0;0;0;0;0;36181899.17
HSP;6;22.03.2006;0;25350647.86;4218394.799;0;0;0;0;0;0;18714.81106;0;0;0;0;0;0;0;0;0;29587757.47
HSP;7;22.03.2006;0;25032571.37;12003367.67;0;0;0;0;0;0;59253.31701;0;0;0;0;0;0;0;0;0;37095192.35
HSP;8;22.03.2006;0;35131905.93;10024375.01;0;0;0;0;0;0;292770.4765;0;0;0;0;0;0;0;0;0;45449051.41
HVA;1;22.03.2006;0;0;0;0;0;0;0;0;0;9154311.911;0;0;0;0;0;0;0;0;0;9154311.911
HVA;2;22.03.2006;0;0;0;0;0;0;0;0;0;10485996.95;0;0;0;0;0;0;0;0;0;10485996.95
HVA;3;22.03.2006;0;0;0;0;0;0;0;0;0;6587464.006;0;0;0;0;0;0;0;0;0;6587464.006
HVA;4;22.03.2006;0;0;0;0;0;0;0;0;0;9701319.868;0;0;0;0;0;0;0;0;0;9701319.868
HVA;5;22.03.2006;0;0;0;0;0;0;0;0;0;7025750.446;0;0;0;0;0;0;0;0;0;7025750.446
HVA;6;22.03.2006;0;0;0;0;0;0;0;0;0;7401903.2;0;0;0;0;0;0;0;0;0;7401903.2
HVA;7;22.03.2006;0;0;0;0;0;0;0;0;0;8222909.3;0;0;0;0;0;0;0;0;0;8222909.3
HVA;8;22.03.2006;0;0;0;0;0;0;0;0;0;9331420.727;0;0;0;0;0;0;0;0;0;9331420.727
HVP;1;22.03.2006;0;0;0;0;0;0;0;0;0;4696925.792;0;0;0;0;0;0;0;0;0;4696925.792
HVP;2;22.03.2006;0;16733100.9;12930360.42;0;0;0;0;0;0;4270979.09;0;0;0;0;0;0;0;0;0;33934440.4
HVP;3;22.03.2006;0;16622814.55;1347497.645;0;0;0;0;0;0;11660.58883;0;0;0;0;0;0;0;0;0;17981972.79
HVP;4;22.03.2006;0;28933390.69;1840880.48;0;0;0;0;0;0;789.332167;0;0;0;0;0;0;0;0;0;30775060.5
HVP;5;22.03.2006;0;29429768.07;1272194.039;0;0;0;0;0;0;4591.013624;0;0;0;0;0;0;0;0;0;30706553.12
HVP;6;22.03.2006;0;13409622.24;819377.1723;0;0;0;0;0;0;105552.1845;0;0;0;0;0;0;0;0;0;14334551.6
HVP;7;22.03.2006;0;26100981.35;672849.2915;0;0;0;0;0;0;2443.170993;0;0;0;0;0;0;0;0;0;26776273.82
HVP;8;22.03.2006;0;28868236.68;1722563.02;0;0;0;0;0;0;2831.300164;0;0;0;0;0;0;0;0;0;30593631
LSA;1;12.04.2006;0;15542713.02;2037.17346;0;0;0;0;0;106559.8425;348.2347796;0;0;0;0;0;0;0;0;0;15651658.27
LSA;2;12.04.2006;0;482649.3107;0;0;0;0;0;0;1968152.28;2781.950777;0;0;0;0;0;0;0;0;0;2453583.541
LSA;3;12.04.2006;0;374531.5002;0;0;0;0;0;0;328623.6299;427.4361915;0;0;0;0;0;0;0;0;0;703582.5664
LSA;4;12.04.2006;0;21613.58866;0;0;0;0;0;0;2736145.957;1973.330418;0;0;0;0;0;0;0;0;0;2759732.876
LSA;5;12.04.2006;0;16105609.61;0;0;0;0;0;0;555142.4055;286.4511896;0;0;0;0;0;0;0;0;0;16661038.47
LSA;6;12.04.2006;0;22033.26999;336.2325129;0;0;0;0;0;1714785.816;445.436235;0;0;0;0;0;0;0;0;0;1737600.754
LSA;7;12.04.2006;0;1960784.763;554.1111812;0;0;0;0;0;10869.10394;426.2393702;0;0;0;0;0;0;0;0;0;1972634.218
LSA;8;12.04.2006;0;113755.7298;0;0;0;0;0;0;13824737.47;2908.065878;0;0;0;0;0;0;0;0;0;13941401.26
LSP;1;12.04.2006;0;3871651.534;1136329.451;0;0;0;0;0;0;71039.89503;0;0;0;0;0;0;0;0;0;5079020.88
LSP;2;12.04.2006;0;5147562.85;22616.78291;0;0;0;0;0;0;435672.4186;0;0;0;0;0;0;0;0;0;5605852.052
LSP;3;12.04.2006;0;2125707.586;61409.22885;0;0;0;0;0;0;483267.232;0;0;0;0;0;0;0;0;0;2670384.047
LSP;4;12.04.2006;0;0;10655.98425;0;0;0;0;0;0;368405.6095;0;0;0;0;0;0;0;0;0;379061.5937
LSP;5;12.04.2006;0;0;0;0;0;0;0;0;0;244389.3825;0;0;0;0;0;0;0;0;0;244389.3825
LSP;6;12.04.2006;0;103745.2256;1147010.145;0;0;0;0;0;0;544207.0882;0;0;0;0;0;0;0;0;0;1794962.459
LSP;7;12.04.2006;0;398140.6227;46276.15501;0;0;0;0;0;0;742888.4621;0;0;0;0;0;0;0;0;0;1187305.24
LSP;8;12.04.2006;0;8321231.634;1535349.731;0;0;0;0;0;0;1162719.375;0;0;0;0;0;0;0;0;0;11019300.74
LVA;1;12.04.2006;0;0;0;0;0;0;0;0;0;2313926.677;0;0;0;0;0;0;0;0;0;2313926.677
LVA;2;12.04.2006;0;0;0;0;0;0;0;0;0;1337045.052;0;0;0;0;0;0;0;0;0;1337045.052
LVA;3;12.04.2006;0;0;0;0;0;0;0;0;0;3795386.574;0;0;0;0;0;0;0;0;0;3795386.574
LVA;4;12.04.2006;0;0;0;0;0;0;0;0;0;2396872.639;0;0;0;0;0;0;0;0;0;2396872.639
LVA;5;12.04.2006;0;0;0;0;0;0;0;0;0;2489179.618;0;0;0;0;0;0;0;0;0;2489179.618
LVA;6;12.04.2006;0;0;96208.03881;0;0;0;0;0;0;3433064.633;0;0;0;0;0;0;0;0;0;3529272.672
LVA;7;12.04.2006;0;0;84182.03396;0;0;0;0;0;0;2910395.96;0;0;0;0;0;0;0;0;0;2994577.994
LVA;8;12.04.2006;0;0;96208.03881;0;0;0;0;0;0;1665139.133;0;0;0;0;0;0;0;0;0;1761347.172
LVP;1;12.04.2006;0;961032.7815;395793.7009;0;0;0;0;0;0;3402833.349;0;0;0;0;0;0;0;0;0;4759659.831
LVP;2;12.04.2006;0;0;577248.2329;0;0;0;0;0;0;1335400.47;0;0;0;0;0;0;0;0;0;1912648.703
LVP;3;12.04.2006;0;0;0;0;0;0;0;0;0;3606244.086;0;0;0;0;0;0;0;0;0;3606244.086
LVP;4;12.04.2006;0;0;0;0;0;0;0;0;0;3815695.17;0;0;0;0;0;0;0;0;0;3815695.17
LVP;5;12.04.2006;0;1432840.785;0;0;0;0;0;0;0;5442070.882;0;0;0;0;0;0;0;0;0;6874911.668
LVP;6;12.04.2006;0;105895.7787;215492.6285;0;0;0;0;0;0;6892853.721;0;0;0;0;0;0;0;0;0;7214242.128
LVP;7;12.04.2006;0;0;0;0;0;0;0;0;0;1353490.871;0;0;0;0;0;0;0;0;0;1353490.871
LVP;8;12.04.2006;0;0;0;0;0;0;0;0;0;5017762.262;0;0;0;0;0;0;0;0;0;5017762.262
HSA;1;12.04.2006;0;0;0;0;0;0;0;0;0;5324333.772;0;0;0;0;0;0;0;0;0;5324333.772
HSA;2;12.04.2006;0;0;0;0;0;0;0;0;0;5863962.195;0;0;0;0;0;0;0;0;0;5863962.195
HSA;3;12.04.2006;0;0;0;0;0;0;0;0;0;5442070.882;0;0;0;0;0;0;0;0;0;5442070.882
HSA;4;12.04.2006;0;0;0;0;0;0;0;0;0;5291629.019;0;0;0;0;0;0;0;0;0;5291629.019
HSA;5;12.04.2006;0;0;0;0;0;0;0;0;0;7410897.007;0;0;0;0;0;0;0;0;0;7410897.007
HSA;6;12.04.2006;0;0;0;0;0;0;0;0;0;6112001.926;0;0;0;0;0;0;0;0;0;6112001.926
HSA;7;12.04.2006;0;0;0;0;0;0;0;0;0;6864920.014;0;0;0;0;0;0;0;0;0;6864920.014
HSA;8;12.04.2006;0;0;0;0;0;0;0;0;0;5993473.016;0;0;0;0;0;0;0;0;0;5993473.016
HSP;1;12.04.2006;0;26260510.22;4138517.885;0;0;0;0;0;0;3185006.869;0;0;0;0;0;0;0;0;0;33584034.98
HSP;2;12.04.2006;0;35547996.41;5475922.262;0;0;0;0;0;0;172027.9811;0;0;0;0;0;0;0;0;0;41195946.65
HSP;3;12.04.2006;0;32492420.27;5819352.912;0;0;0;0;0;0;211792.6254;0;0;0;0;0;0;0;0;0;38523565.81
HSP;4;12.04.2006;0;26766268.2;2825967.024;0;0;0;0;0;0;8051.188104;0;0;0;0;0;0;0;0;0;29600286.41
HSP;5;12.04.2006;0;41077501.48;1317886.053;0;0;0;0;0;0;19839.97068;0;0;0;0;0;0;0;0;0;42415227.5
HSP;6;12.04.2006;0;9198743.334;1577369.829;0;0;0;0;0;0;17049.57481;0;0;0;0;0;0;0;0;0;10793162.74
HSP;7;12.04.2006;0;43443313.21;5153233.986;0;0;0;0;0;0;58607.9134;0;0;0;0;0;0;0;0;0;48655155.11
HSP;8;12.04.2006;0;37526782.48;11384617.93;0;0;0;0;0;0;171310.6104;0;0;0;0;0;0;0;0;0;49082711.01
HVA;1;12.04.2006;0;0;0;0;0;0;0;0;0;9110034.707;0;0;0;0;0;0;0;0;0;9110034.707
HVA;2;12.04.2006;0;0;0;0;0;0;0;0;0;7195045.638;0;0;0;0;0;0;0;0;0;7195045.638
HVA;3;12.04.2006;0;0;0;0;0;0;0;0;0;8144791.662;0;0;0;0;0;0;0;0;0;8144791.662
HVA;4;12.04.2006;0;0;0;0;0;0;0;0;0;7952923.778;0;0;0;0;0;0;0;0;0;7952923.778
HVA;5;12.04.2006;0;0;0;0;0;0;0;0;0;6331640.161;0;0;0;0;0;0;0;0;0;6331640.161
HVA;6;12.04.2006;0;0;0;0;0;0;0;0;0;6112001.926;0;0;0;0;0;0;0;0;0;6112001.926
HVA;7;12.04.2006;0;0;0;0;0;0;0;0;0;6074133.265;0;0;0;0;0;0;0;0;0;6074133.265
HVA;8;12.04.2006;0;0;0;0;0;0;0;0;0;7491841.27;0;0;0;0;0;0;0;0;0;7491841.27
HVP;1;12.04.2006;0;0;0;0;0;0;0;0;0;5124123.806;0;0;0;0;0;0;0;0;0;5124123.806
HVP;2;12.04.2006;0;18965924.05;6372278.584;0;0;0;0;0;0;4538413.402;0;0;0;0;0;0;0;0;0;29876616.04
HVP;3;12.04.2006;0;26105456.22;1240727.21;0;0;0;0;0;0;36549.51121;0;0;0;0;0;0;0;0;0;27382732.94
HVP;4;12.04.2006;0;37792903.6;1062046.431;0;0;0;0;0;0;9302.843397;0;0;0;0;0;0;0;0;0;38864252.87
HVP;5;12.04.2006;0;38735309.76;674570.1337;0;0;0;0;0;0;2316.518316;0;0;0;0;0;0;0;0;0;39412196.42
HVP;6;12.04.2006;0;6772257.78;315535.5338;0;0;0;0;0;0;202471.1088;0;0;0;0;0;0;0;0;0;7290264.423
HVP;7;12.04.2006;0;26787946.3;368029.0681;0;0;0;0;0;0;3534.323136;0;0;0;0;0;0;0;0;0;27159509.69
HVP;8;12.04.2006;0;40818806.01;864149.5803;0;0;0;0;0;0;3382.852144;0;0;0;0;0;0;0;0;0;41686338.44
LSA;1;03.05.2006;0;19726556.11;0;0;0;0;0;0;104510.6148;796.9218994;0;0;0;0;0;0;0;0;0;19831863.65
LSA;2;03.05.2006;0;5384245.884;0;0;0;0;0;0;14262832.6;2248.097944;0;0;0;0;0;0;0;0;0;19649326.58
LSA;3;03.05.2006;0;6195895.416;1539.197726;0;0;0;0;0;2747467.94;6643.545739;0;0;0;0;0;0;0;0;0;8951546.1
LSA;4;03.05.2006;0;55183.63062;0;0;0;0;0;0;24744555.78;47359.93002;0;0;0;0;0;0;0;0;0;24847099.34
LSA;5;03.05.2006;0;21283814.32;2856.243202;0;0;0;0;0;112052.6179;1098.555078;0;0;0;0;0;0;0;0;0;21399821.73
LSA;6;03.05.2006;0;343734.1811;0;0;0;0;0;0;17307629.37;570.6015665;0;0;0;0;0;0;0;0;0;17651934.15
LSA;7;03.05.2006;0;5226658.2;0;0;0;0;0;0;22930.59903;0;0;0;0;0;0;0;0;0;0;5249588.799
LSA;8;03.05.2006;0;1867414.06;0;0;0;0;0;0;27208990.2;5683.191602;0;0;0;0;0;0;0;0;0;29082087.45
LSP;1;03.05.2006;0;15362273.79;1289374.095;0;0;0;0;0;0;239987.3377;0;0;0;0;0;0;0;0;0;16891635.22
LSP;2;03.05.2006;0;10400988.18;22616.78291;0;0;0;0;0;0;267335.9179;0;0;0;0;0;0;0;0;0;10690940.88
